,SMILES,BDE
12-4-coii-cf3.log,CC1(C)OC2=C(O1)[P](C1CCCCC1)(C1CCCCC1)[Co@SP2](C(F)(F)F)(C(F)(F)F)[P]2(C1CCCCC1)C1CCCCC1,64.9
33-2-coii-cf3.log,C[P]1(C)c2cccc3c2C2(CC3)CCc3cccc(c32)[P](C)(C)[Co@SP3]1(C(F)(F)F)C(F)(F)F,64.9
44-2-coii-cf3.log,C[P]1(C)c2ccccc2C[C]2OCCN2[Co@SP1]1(C(F)(F)F)C(F)(F)F,64.9
57-3-coii-cf3.log,CC(C)(C)N1N=CN2CN3C=NN(C(C)(C)C)C3=[Co@SP2](C(F)(F)F)(C(F)(F)F)[C]21,64.9
63-5-coii-cf3.log,FC(F)(F)[Co@SP2]1(C(F)(F)F)=C2N(Cc3ccccc3)C=CN2c2ccc3ccccc3c2-c2c(ccc3ccccc23)N2C=CN(Cc3ccccc3)[C]21,64.9
56-5-coii-cf3.log,FC(F)(F)[Co@SP3]1(C(F)(F)F)=C2N(Cc3ccccc3)C=CN2CN2C=CN(Cc3ccccc3)[C]21,64.7
19-2-coii-cf3.log,C[P]1(C)C[C@H]2CCCC[C@@H]2C[P](C)(C)[Co@SP1]1(C(F)(F)F)C(F)(F)F,64.6
29-4-coii-cf3.log,FC(F)(F)[Co@TB16]1(C(F)(F)F)[P](C2CCCCC2)(C2CCCCC2)c2ccc3c(c2-c2c(ccc4c2CCCC4)[P]1(C1CCCCC1)C1CCCCC1)CCCC3,64.4
27-1-coii-cf3.log,FC(F)(F)[Co@SP2]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)c2ccc3c(c2-c2c(ccc4c2OCCO4)[P]1(c1ccccc1)c1ccccc1)OCCO3,64.3
30-2-coii-cf3.log,C[P]1(C)c2ccc3cccc(c3c2)-c2cccc3ccc(cc23)[P](C)(C)[Co@SP3]1(C(F)(F)F)C(F)(F)F,64.3
40-3-coii-cf3.log,CCOC(=O)[C@@H]1[C@@H](C(=O)OCC)[C@@H](c2ccccc2[P]([Co@SP2](C(F)(F)F)C(F)(F)F)(C(C)(C)C)C(C)(C)C)[C@@H]1c1ccccc1P(C(C)(C)C)C(C)(C)C,64.3
14-2-coii-cf3.log,C[P]1(C)C[C@H]2C[C@H](CN2)[P](C)(C)[Co@SP3]1(C(F)(F)F)C(F)(F)F,64.2
28-1-coii-cf3.log,FC(F)(F)[Co@SP2]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)c2ccc3ccccc3c2-c2c(ccc3ccccc23)[P]1(c1ccccc1)c1ccccc1,64.2
5-4-coii-cf3.log,FC(F)(F)[Co@SP2]1(C(F)(F)F)[P](C2CCCCC2)(C2CCCCC2)CCC[P]1(C1CCCCC1)C1CCCCC1,64.1
6-4-coii-cf3.log,C[C@H]1C[C@H](C)[P](C2CCCCC2)(C2CCCCC2)[Co@SP1](C(F)(F)F)(C(F)(F)F)[P]1(C1CCCCC1)C1CCCCC1,64.1
32-3-coii-cf3.log,CC(C)(C)[P]1(C(C)(C)C)O[C@@H]2CCCC23CCC[C@H]3O[P](C(C)(C)C)(C(C)(C)C)[Co]1(C(F)(F)F)C(F)(F)F,64
57-4-coii-cf3.log,FC(F)(F)[Co@SP3]1(C(F)(F)F)=C2N(C=NN2c2ccccc2)CN2C=NN(c3ccccc3)[C]21,64
25-1-coii-cf3.log,Cc1cccc2c1-c1c(C)cccc1[P](c1ccccc1)(c1ccccc1)[Co@SP2](C(F)(F)F)(C(F)(F)F)[P]2(c1ccccc1)c1ccccc1,63.8
57-2-coii-cf3.log,CCN1N=CN2CN3C=NN(CC)C3=[Co@SP2](C(F)(F)F)(C(F)(F)F)[C]21,63.8
13-1-coii-cf3.log,FC(F)(F)[Co@SP2]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)[C@H]2CNC[C@@H]2[P]1(c1ccccc1)c1ccccc1,63.7
57-1-coii-cf3.log,CN1N=CN2CN3C=NN(C)C3=[Co@SP2](C(F)(F)F)(C(F)(F)F)[C]21,63.6
60-4-coii-cf3.log,FC(F)(F)[Co@SP2]1(C(F)(F)F)=C2N(c3ccccc3)C=CN2c2ccccc2N2C=CN(c3ccccc3)[C]21,63.5
43-4-coii-cf3.log,FC(F)(F)[Co@SP2]1(C(F)(F)F)N2CCO[C]2c2sc3ccccc3c2[P]1(C1CCCCC1)C1CCCCC1,63.4
44-1-coii-cf3.log,FC(F)(F)[Co@SP3]1(C(F)(F)F)N2CCO[C]2Cc2ccccc2[P]1(c1ccccc1)c1ccccc1,63.4
12-3-coii-cf3.log,CC1(C)OC2=C(O1)[P](C(C)(C)C)(C(C)(C)C)[Co@SP2](C(F)(F)F)(C(F)(F)F)[P]2(C(C)(C)C)C(C)(C)C,63.3
27-4-coii-cf3.log,FC(F)(F)[Co@TB16]1(C(F)(F)F)[P](C2CCCCC2)(C2CCCCC2)c2ccc3c(c2-c2c(ccc4c2OCCO4)[P]1(C1CCCCC1)C1CCCCC1)OCCO3,63.3
7-2-coii-cf3.log,CN1CC(C)(C)O[P](C)(C)[Co@SP2](C(F)(F)F)(C(F)(F)F)[P]1(C)C,63.3
56-4-coii-cf3.log,FC(F)(F)[Co@SP3]1(C(F)(F)F)=C2N(C=CN2c2ccccc2)CN2C=CN(c3ccccc3)[C]21,63.2
58-1-coii-cf3.log,CN1[C]2N(CN3C(=[Co@SP1]2(C(F)(F)F)C(F)(F)F)N(C)c2ccccc23)c2ccccc21,63.2
11-4-coii-cf3.log,O=C1C2=C(C(=O)N1c1ccccc1)[P](C1CCCCC1)(C1CCCCC1)[Co](C(F)(F)F)(C(F)(F)F)[P]2(C1CCCCC1)C1CCCCC1,63.1
31-2-coii-cf3.log,C[P]1(C)[C@@H]2CCCC23CCC[C@H]3[P](C)(C)[Co@SP1]1(C(F)(F)F)C(F)(F)F,63.1
17-4-coii-cf3.log,FC(F)(F)[Co@SP3]1(C(F)(F)F)[P](C2CCCCC2)(C2CCCCC2)Cc2ccccc2C[P]1(C1CCCCC1)C1CCCCC1,62.9
