,SMILES,BDE
14-2-ptii-cf3.log,C[P]1(C)C[C@H]2C[C@H](CN2)[P](C)(C)[Pt@SP3]1(C(F)(F)F)C(F)(F)F,71.2
1-5-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](n2cccc2)(n2cccc2)C[P]1(n1cccc1)n1cccc1,71.1
5-4-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](C2CCCCC2)(C2CCCCC2)CCC[P]1(C1CCCCC1)C1CCCCC1,71.1
2-3-ptii-cf3.log,CC(C)(C)[P]1(C(C)(C)C)C(C)(C)[P](C(C)(C)C)(C(C)(C)C)[Pt@SP1]1(C(F)(F)F)C(F)(F)F,71
44-5-ptii-cf3.log,FC(F)(F)[Pt@SP3]1(C(F)(F)F)N2CCO[C]2Cc2ccccc2[P]1(n1cccc1)n1cccc1,71
62-2-ptii-cf3.log,CCN1C=CN2[C]1[Pt@SP3](C(F)(F)F)(C(F)(F)F)=C1N(CC)C=CN1c1cccc3cc4cccc2c4cc13,71
16-5-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](n2cccc2)(n2cccc2)c2cccnc2[P]1(n1cccc1)n1cccc1,70.9
38-1-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)[C@H]2COCO[C@@H]2[C@H]2OCOC[C@@H]2[P]1(c1ccccc1)c1ccccc1,70.7
11-2-ptii-cf3.log,C[P]1(C)C2=C(C(=O)N(c3ccccc3)C2=O)[P](C)(C)[Pt@SP3]1(C(F)(F)F)C(F)(F)F,70.6
3-5-ptii-cf3.log,FC(F)(F)[Pt@SP3]1(C(F)(F)F)[P](n2cccc2)(n2cccc2)CC[P]1(n1cccc1)n1cccc1,70.5
11-5-ptii-cf3.log,O=C1C2=C(C(=O)N1c1ccccc1)[P](n1cccc1)(n1cccc1)[Pt@SP1](C(F)(F)F)(C(F)(F)F)[P]2(n1cccc1)n1cccc1,70.3
53-5-ptii-cf3.log,FC(F)(F)[Pt@SP3](N1[C](c2ccccc2)OC=C1c1ccccc1)C(F)(F)F,70.3
13-5-ptii-cf3.log,FC(F)(F)[Pt@SP3]1(C(F)(F)F)[P](n2cccc2)(n2cccc2)[C@H]2CNC[C@@H]2[P]1(n1cccc1)n1cccc1,70.2
32-2-ptii-cf3.log,C[P]1(C)O[C@@H]2CCCC23CCC[C@H]3O[P](C)(C)[Pt@SP3]1(C(F)(F)F)C(F)(F)F,70.2
12-5-ptii-cf3.log,CC1(C)OC2=C(O1)[P](n1cccc1)(n1cccc1)[Pt@SP2](C(F)(F)F)(C(F)(F)F)[P]2(n1cccc1)n1cccc1,70.1
15-5-ptii-cf3.log,FC(F)(F)[Pt@SP3]1(C(F)(F)F)[P](n2cccc2)(n2cccc2)c2ccccc2[P]1(n1cccc1)n1cccc1,70.1
9-5-ptii-cf3.log,FC(F)(F)[Pt@SP3]1(C(F)(F)F)[P](n2cccc2)(n2cccc2)c2cscc2[P]1(n1cccc1)n1cccc1,70.1
8-5-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](n2cccc2)(n2cccc2)C2=CCC=C2[P]1(n1cccc1)n1cccc1,70
30-2-ptii-cf3.log,C[P]1(C)c2ccc3cccc(c3c2)-c2cccc3ccc(cc23)[P](C)(C)[Pt@SP3]1(C(F)(F)F)C(F)(F)F,69.8
5-5-ptii-cf3.log,FC(F)(F)[Pt@SP3]1(C(F)(F)F)[P](n2cccc2)(n2cccc2)CCC[P]1(n1cccc1)n1cccc1,69.8
23-2-ptii-cf3.log,C[P]1(C)c2cccc3c2Oc2c(cccc2[P](C)(C)[Pt@SP1]1(C(F)(F)F)C(F)(F)F)C3,69.7
31-1-ptii-cf3.log,FC(F)(F)[Pt@SP3]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)[C@@H]2CCCC23CCC[C@H]3[P]1(c1ccccc1)c1ccccc1,69.7
